1,1.1304,0.140141,0.0903611,0.147669,0.0112563,0.239675
2,1.3307,0.449567,0.22508,0.267459,-0.0482202,0.211142
3,1.08611,0.450987,0.451197,0.181491,0.00798256,0.183897
4,1.24211,0.17104,0.136054,0.226881,0.0238546,0.258923
5,1.2279,0.51521,0.506559,0.273625,0.0126623,0.195685
6,0.995932,0.177164,0.368577,0.142801,0.0841708,0.232801
7,0.9096,0.0734976,0.127526,0.144427,0.00167588,0.174095
8,1.15111,0.425568,0.276748,0.280255,-0.0665969,0.139327
9,1.03007,0.429705,0.424865,0.186147,0.00538535,0.120425
10,1.06115,0.143325,0.194152,0.237998,0.00654044,0.189322
11,1.18189,0.498553,0.484208,0.280015,0.00890972,0.134056
12,0.939449,0.152364,0.346037,0.144674,0.0818292,0.171031
13,0.869215,0.0685119,0.153721,0.145701,-0.00407283,0.119209
14,1.11979,0.427236,0.301153,0.285522,-0.073634,0.0843383
15,1.01143,0.422755,0.41546,0.189404,0.0033949,0.0744995
16,1.03019,0.144164,0.221426,0.242395,-0.000133275,0.134538
17,1.16731,0.493547,0.476234,0.284166,0.00600015,0.088856
18,0.920867,0.143894,0.338317,0.14683,0.0800983,0.125384
19,0.857404,0.0681798,0.16631,0.147625,-0.00797564,0.0751624
20,1.11141,0.429807,0.312658,0.289258,-0.078649,0.0406705
21,1.00459,0.420282,0.41177,0.191431,0.00165232,0.035856
22,1.02195,0.14633,0.233319,0.245615,-0.00471051,0.0906817
23,1.16269,0.492112,0.473187,0.286569,0.00341523,0.0501334
24,0.91396,0.140649,0.33446,0.148255,0.078788,0.0866167
25,0.852843,0.0677512,0.170034,0.148969,-0.0108708,0.03699
26,1.10896,0.431051,0.316902,0.291529,-0.0827822,0.00250654
27,1.00367,0.419997,0.411101,0.192228,-1.41931e-05,-0.000306698
28,1.01942,0.1475,0.236402,0.247596,-0.00833235,0.0521098
29,1.16295,0.492316,0.472731,0.287346,0.00091169,0.0133471
30,0.912889,0.140206,0.332423,0.148719,0.0776362,0.0500562
31,0.850858,0.0662654,0.166471,0.149458,-0.0131112,0.0011192
32,1.10838,0.430376,0.315018,0.292358,-0.0863645,-0.033633
33,1.0077,0.421533,0.413008,0.19187,-0.00172465,-0.0373492
34,1.0186,0.147217,0.232024,0.248256,-0.0113451,0.0154148
35,1.16754,0.493959,0.474594,0.286551,-0.00169115,-0.0248363
36,0.91678,0.142333,0.33192,0.148171,0.0764787,0.0123983
37,0.850267,0.0631461,0.154612,0.149048,-0.0147542,-0.0351374
38,1.10885,0.427265,0.30605,0.291798,-0.0894769,-0.0704889
39,1.01854,0.425623,0.418387,0.190534,-0.00361029,-0.0788007
40,1.0186,0.145096,0.218661,0.247442,-0.0137231,-0.0219787
41,1.17899,0.498011,0.479935,0.284227,-0.00460147,-0.0681918
42,0.92749,0.147985,0.333345,0.14658,0.0752659,-0.0297496
43,0.851417,0.0575489,0.130686,0.147748,-0.0154093,-0.0742428
44,1.11152,0.421038,0.287203,0.289954,-0.0919102,-0.110946
45,1.04227,0.434667,0.430157,0.188712,-0.00587436,-0.129699
46,1.02011,0.140243,0.19138,0.244716,-0.0147659,-0.0624553
47,1.20513,0.507482,0.492381,0.280634,-0.0081467,-0.122533
48,0.950826,0.159576,0.337703,0.143909,0.0742351,-0.0809901
49,0.857298,0.048424,0.0874979,0.145596,-0.0136286,-0.11821
50,1.12168,0.411548,0.25438,0.28718,-0.092844,-0.158342
51,1.09614,0.455419,0.456388,0.187891,-0.0089084,-0.198393
52,1.02648,0.129886,0.139127,0.238344,-0.0116095,-0.107297
53,1.27003,0.53162,0.522786,0.277242,-0.0129667,-0.198445
54,1.00258,0.181857,0.346772,0.139606,0.0749013,-0.147787
55,0.882775,0.0384863,0.0207868,0.14206,-0.00541503,-0.163027
56,1.16281,0.406476,0.213324,0.284838,-0.0905687,-0.213228
57,1.23923,0.510524,0.52275,0.192026,-0.0135058,-0.297686
58,1.05262,0.0996223,0.0433895,0.215887,0.00775193,-0.143318
59,1.47648,0.60942,0.613813,0.283117,-0.0206587,-0.314814
60,1.13519,0.218136,0.364768,0.124331,0.0863144,-0.229838
61,1.10939,0.197751,0.101378,0.108248,0.0131247,0.239166
62,1.22325,0.406957,0.206185,0.180632,-0.0363595,0.219754
63,1.03694,0.42749,0.432218,0.119654,0.0052982,0.184414
64,1.15317,0.207515,0.118941,0.167011,0.0200856,0.23831
65,1.08611,0.450987,0.451197,0.181491,0.00798256,0.183897
66,0.965344,0.231441,0.349512,0.10684,0.0639072,0.202747
